timestamp	job_id	title	company	date	link
2025-08-18T07:35:46.584170	4287300174	Graduate Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4287300174?position=29&pageNum=0&refId=HQiHAmU9PgMBSEvgtmGMaA%3D%3D&trackingId=5NwY2ZOatcZhp0oI4e8HKA%3D%3D
2025-08-18T07:35:42.110235	4287301152	Graduate Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4287301152?position=27&pageNum=0&refId=HQiHAmU9PgMBSEvgtmGMaA%3D%3D&trackingId=OGcSfBl4RNMnLBw1Bty8Jw%3D%3D
2025-08-18T07:35:37.609627	4287300184	Graduate Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4287300184?position=25&pageNum=0&refId=HQiHAmU9PgMBSEvgtmGMaA%3D%3D&trackingId=C4yR0JcQ7HmNCdLZriX2sg%3D%3D
2025-08-18T07:35:26.784401	4287095897	Graduate Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4287095897?position=21&pageNum=0&refId=HQiHAmU9PgMBSEvgtmGMaA%3D%3D&trackingId=Hj36qdjmVlBEV1xAEOL%2FHQ%3D%3D
2025-08-18T07:35:22.282771	4287099186	Graduate Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4287099186?position=19&pageNum=0&refId=HQiHAmU9PgMBSEvgtmGMaA%3D%3D&trackingId=NcNrvVsWQhn%2BHPKDvl5WtQ%3D%3D
2025-08-18T07:35:20.060886	4287301134	Graduate Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-relocate-to-london-at-bending-spoons-4287301134?position=18&pageNum=0&refId=HQiHAmU9PgMBSEvgtmGMaA%3D%3D&trackingId=NnQiaIPhOa97ACh2NoFo5w%3D%3D
2025-08-18T07:35:17.818396	4287300212	Graduate Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4287300212?position=17&pageNum=0&refId=HQiHAmU9PgMBSEvgtmGMaA%3D%3D&trackingId=Tms1XTTSTmo1M4KbeTp%2BSg%3D%3D
2025-08-18T07:35:15.576172	4287095858	Graduate Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4287095858?position=16&pageNum=0&refId=HQiHAmU9PgMBSEvgtmGMaA%3D%3D&trackingId=z7xAeZzMXwJXLzWU%2FlZu%2Bw%3D%3D
2025-08-18T07:35:13.356101	4287302015	Graduate Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4287302015?position=15&pageNum=0&refId=HQiHAmU9PgMBSEvgtmGMaA%3D%3D&trackingId=LJiZLZ51paEpXMrxz%2FCYZQ%3D%3D
2025-08-18T07:35:11.121221	4287095803	Graduate Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4287095803?position=14&pageNum=0&refId=HQiHAmU9PgMBSEvgtmGMaA%3D%3D&trackingId=19lofvZ3oE6Flx697TdgEw%3D%3D
2025-08-18T07:34:59.973032	4287302034	Graduate Software Engineer	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/graduate-software-engineer-at-bending-spoons-4287302034?position=9&pageNum=0&refId=HQiHAmU9PgMBSEvgtmGMaA%3D%3D&trackingId=74D0QEspHZ5XGhgdcVirIQ%3D%3D
2025-08-17T19:19:02.165329	4287300264	Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-relocate-to-london-at-bending-spoons-4287300264?position=9&pageNum=22&refId=e3bKHVot%2F77Bc%2BaLx2GDIA%3D%3D&trackingId=TrCXYknczm5pZiD2aN8Byw%3D%3D
2025-08-17T19:18:55.352264	4287099253	Software Engineer (relocate to London)	Bending Spoons	2025-08-17	https://de.linkedin.com/jobs/view/software-engineer-relocate-to-london-at-bending-spoons-4287099253?position=6&pageNum=22&refId=e3bKHVot%2F77Bc%2BaLx2GDIA%3D%3D&trackingId=Hhb%2BfGD1kj9I1Xq8ffiT1Q%3D%3D
